file_1, l1 =728522752.0
file_1006, l1006 =3261737.0
file_1007, l1007 =4654052.0
file_1008, l1008 =10429562.0
file_1009, l1009 =2502017.0
file_1010, l1010 =14469550.0
file_1011, l1011 =2450765.0
file_1012, l1012 =676352.0
file_1013, l1013 =2044930.0
file_1014, l1014 =8812451.0
file_1015, l1015 =780160.0
file_1016, l1016 =22203239.0
file_1017, l1017 =4385293.0
file_1018, l1018 =11096456.0
file_1019, l1019 =2143822.0
file_1020, l1020 =784691.0
file_1021, l1021 =3848072.0
file_1022, l1022 =4455493.0
file_1023, l1023 =11387553.0
file_1024, l1024 =2828796.0
file_1025, l1025 =3148300.0
file_1026, l1026 =1607437.0
file_1027, l1027 =141488.0
file_1028, l1028 =6465810.0
file_1029, l1029 =4873355.0
file_1030, l1030 =2608025.0
file_1031, l1031 =82629.0
file_1032, l1032 =5116124.0
file_1033, l1033 =3755513.0
file_1034, l1034 =9374692.0
file_1035, l1035 =1241513.0
file_1036, l1036 =2791586.0
file_1037, l1037 =8406421.0
file_1038, l1038 =2697974.0
file_1039, l1039 =13574466.0
file_1040, l1040 =1037634.0
file_1041, l1041 =7127099.0
file_1042, l1042 =2524548.0
file_1043, l1043 =2813157.0
file_1044, l1044 =9438137.0
file_1045, l1045 =3930108.0
file_1046, l1046 =29260698.0
file_1047, l1047 =1462458.0
file_1048, l1048 =557444.0
file_1049, l1049 =6416735.0
file_1050, l1050 =13959146.0
file_1051, l1051 =20329220.0
file_1052, l1052 =2598226.0
file_1053, l1053 =2461431.0
file_1054, l1054 =1476576.0
file_1055, l1055 =1399730.0
file_1056, l1056 =17841211.0
file_1057, l1057 =4096500.0
file_1058, l1058 =10233354.0
file_1059, l1059 =11746722.0
file_1060, l1060 =18033990.0
file_1061, l1061 =2337249.0
file_1062, l1062 =56151431.0
file_1063, l1063 =3280537.0
file_1064, l1064 =1390569.0
file_1065, l1065 =2437807.0
file_1066, l1066 =12448472.0
file_1067, l1067 =591836.0
file_1068, l1068 =7749803.0
file_1069, l1069 =1719664.0
file_1070, l1070 =1440847.0
file_1071, l1071 =42366807.0
file_1072, l1072 =15795416.0
file_1073, l1073 =10460381.0
file_1074, l1074 =7790168.0
file_1075, l1075 =881401.0
file_1076, l1076 =14275047.0
file_1077, l1077 =2859877.0
file_1078, l1078 =8964635.0
file_1079, l1079 =10062931.0
file_1080, l1080 =20037727.0
file_1081, l1081 =11327069.0
file_1082, l1082 =23263666.0
file_1083, l1083 =241128.0
file_1084, l1084 =12111326.0
file_1085, l1085 =7472048.0
file_1086, l1086 =18958643.0
file_1087, l1087 =185945.0
file_1088, l1088 =1483594.0
file_1089, l1089 =591537.0
file_1090, l1090 =10375943.0
file_1091, l1091 =6706510.0
file_1092, l1092 =8164272.0
file_1093, l1093 =1306787.0
file_1094, l1094 =51492933.0
file_1095, l1095 =3526695.0
file_1096, l1096 =8459391.0
file_1097, l1097 =2232308.0
file_1098, l1098 =4153959.0
file_1099, l1099 =8004457.0
file_1100, l1100 =16114174.0
file_1101, l1101 =9024080.0
file_1102, l1102 =3081219.0
file_1103, l1103 =8787975.0
file_1104, l1104 =9168971.0
file_1105, l1105 =4132694.0
file_1106, l1106 =8670180.0
file_1107, l1107 =nan
file_1108, l1108 =3026091.0
file_1109, l1109 =308329.0
file_1110, l1110 =3007248.0
file_1111, l1111 =10456833.0
file_1112, l1112 =7739019.0
file_1113, l1113 =4808504.0
file_1114, l1114 =139017.0
file_1115, l1115 =12043197.0
file_1116, l1116 =2920739.0
file_1117, l1117 =2503907.0
file_1118, l1118 =821098.0
file_1119, l1119 =17668055.0
file_1120, l1120 =9719065.0
file_1121, l1121 =17162240.0
file_1122, l1122 =2243877.0
file_1123, l1123 =4960485.0
file_1124, l1124 =35699982.0
file_1125, l1125 =98415227.0
file_1126, l1126 =5143400.0
file_1127, l1127 =4077562.0
file_1128, l1128 =7112817.0
file_1129, l1129 =1355499.0
file_1130, l1130 =12117808.0
file_1131, l1131 =14947217.0
file_1132, l1132 =2212948.0
file_1133, l1133 =10051838.0
file_1134, l1134 =3389085.0
file_1135, l1135 =440810.0
file_1136, l1136 =4379749.0
file_1137, l1137 =9050210.0
file_1138, l1138 =2653161.0
file_1139, l1139 =3329962.0
file_1140, l1140 =2155014.0
file_1141, l1141 =3752260.0
file_1142, l1142 =2677711.0
file_1143, l1143 =19114039.0
file_1144, l1144 =27269440.0
file_1145, l1145 =1475904.0
file_1146, l1146 =3457998.0
file_1147, l1147 =2383168.0
file_1148, l1148 =2791350.0
file_1149, l1149 =1541756.0
file_1150, l1150 =4426804.0
file_1151, l1151 =170513.0
file_1152, l1152 =9993260.0
file_1153, l1153 =5430719.0
file_1154, l1154 =6341591.0
file_1155, l1155 =1695970.0
file_1156, l1156 =1470662.0
file_1157, l1157 =1675867.0
file_1158, l1158 =1583319.0
file_1159, l1159 =2044930.0
file_1160, l1160 =7564291.0
file_1161, l1161 =299235.0
file_1162, l1162 =8524071.0
file_1163, l1163 =13580762.0
file_1164, l1164 =13747050.0
file_1165, l1165 =15488533.0
file_1166, l1166 =5057014.0
file_1167, l1167 =6221207.0
file_1168, l1168 =12425605.0
file_1169, l1169 =15382133.0
file_1170, l1170 =1432070.0
file_1171, l1171 =510603.0
file_1172, l1172 =3752506.0
file_1173, l1173 =6497168.0
file_1174, l1174 =6905143.0
file_1175, l1175 =18056992.0
file_1176, l1176 =22013523.0
file_1177, l1177 =8284341.0
file_1178, l1178 =163840.0
file_1179, l1179 =1434927.0
file_1180, l1180 =568302.0
file_1181, l1181 =1350096.0
file_1182, l1182 =30783296.0
file_1183, l1183 =5875633.0
file_1184, l1184 =20014499.0
file_1185, l1185 =7025259.0
file_1186, l1186 =1333093.0
file_1187, l1187 =2548196.0
file_1188, l1188 =58839356.0
file_1189, l1189 =14895948.0
file_1190, l1190 =5655671.0
file_1191, l1191 =16793682.0
file_1192, l1192 =5672527.0
file_1193, l1193 =5817255.0
file_1194, l1194 =18290420.0
file_1195, l1195 =10384165.0
file_1196, l1196 =11863293.0
file_1197, l1197 =442294.0
file_1198, l1198 =27567943.0
file_1199, l1199 =4122225.0
file_1200, l1200 =1972151.0
file_1201, l1201 =1532863.0
file_1202, l1202 =5057245.0
file_1203, l1203 =11675219.0
file_1204, l1204 =1472817.0
file_1205, l1205 =860741.0
file_1206, l1206 =4542774.0
file_1207, l1207 =2405614.0
file_1208, l1208 =5184740.0
file_1209, l1209 =4196274.0
file_1210, l1210 =9363173.0
file_1211, l1211 =1417368.0
file_1212, l1212 =3626399.0
file_1213, l1213 =144919.0
file_1214, l1214 =1666703.0
file_1215, l1215 =737860.0
file_1216, l1216 =2981011.0
file_1217, l1217 =238634.0
file_1218, l1218 =11592209.0
file_1219, l1219 =9040838.0
file_1220, l1220 =2535972.0
file_1221, l1221 =2513471.0
file_1222, l1222 =3655513.0
file_1223, l1223 =67555733.0
file_1224, l1224 =490898.0
file_1225, l1225 =233516.0
file_1226, l1226 =32145366.0
file_1227, l1227 =2195675.0
file_1228, l1228 =17792.0
file_1229, l1229 =9654787.0
file_1230, l1230 =5751717.0
file_1231, l1231 =33269601.0
file_1232, l1232 =5812992.0
file_1233, l1233 =156159.0
file_1234, l1234 =11645227.0
file_1235, l1235 =3187078.0
file_1236, l1236 =13882137.0
file_1237, l1237 =5276270.0
file_1238, l1238 =3142049.0
file_1239, l1239 =9099246.0
file_1240, l1240 =3736485.0
file_1241, l1241 =863760.0
file_1242, l1242 =26639282.0
file_1243, l1243 =19173728.0
file_1244, l1244 =2211307.0
file_1245, l1245 =532651.0
file_1246, l1246 =58001365.0
file_1247, l1247 =17220993.0
file_1248, l1248 =11868089.0
file_1249, l1249 =5454783.0
file_1250, l1250 =6689222.0
file_1251, l1251 =715056.0
file_1252, l1252 =59371169.0
file_1253, l1253 =3706034.0
file_1254, l1254 =2134537.0
file_1255, l1255 =1757628.0
file_1256, l1256 =518120.0
file_1257, l1257 =1938789.0
file_1258, l1258 =2863708.0
file_1259, l1259 =5946471.0
file_1260, l1260 =911511.0
file_1261, l1261 =12924337.0
file_1262, l1262 =3168644.0
file_1263, l1263 =1625541.0
file_1264, l1264 =3351484.0
file_1265, l1265 =447792.0
file_1266, l1266 =156356.0
file_1267, l1267 =1673119.0
file_1268, l1268 =139786870.0
file_1269, l1269 =3756740.0
file_1270, l1270 =4530396.0
file_1271, l1271 =1263993.0
file_1272, l1272 =8187587.0
file_1273, l1273 =23035147.0
file_1274, l1274 =1061788.0
file_1275, l1275 =9026101.0
file_1276, l1276 =7302918.0
file_1277, l1277 =4499701.0
file_1278, l1278 =8224314.0
file_1279, l1279 =3918907.0
file_1280, l1280 =9491244.0
file_1281, l1281 =6501517.0
file_1282, l1282 =583680.0
file_1283, l1283 =3222514.0
file_1284, l1284 =4341026.0
file_1285, l1285 =1572116.0
file_1286, l1286 =1619859.0
file_1287, l1287 =1440847.0
file_1288, l1288 =19906810.0
file_1289, l1289 =8580323.0
file_1290, l1290 =3370077.0
file_1291, l1291 =1406640.0
file_1292, l1292 =73977603.0
file_1293, l1293 =9279112.0
file_1294, l1294 =857158.0
file_1295, l1295 =1135616.0
file_1296, l1296 =2462470.0
file_1297, l1297 =17476206.0
file_1298, l1298 =2051540.0
file_1299, l1299 =2490483.0
file_1300, l1300 =6303699.0
file_1301, l1301 =350260.0
file_1302, l1302 =13757717.0
file_1303, l1303 =2318345.0
file_1304, l1304 =1333539.0
file_1305, l1305 =4687028.0
file_1306, l1306 =673754.0
file_1307, l1307 =8064881.0
file_1308, l1308 =3527784.0
file_1309, l1309 =8943612.0
file_1310, l1310 =1768507.0
file_1311, l1311 =3865132.0
file_1312, l1312 =20360524.0
file_1313, l1313 =101804627.0
file_1314, l1314 =9586849.0
file_1315, l1315 =13808490.0
file_1316, l1316 =465349.0
file_1317, l1317 =18963608.0
file_1318, l1318 =3536138.0
file_1319, l1319 =10420664.0
file_1320, l1320 =2888008.0
file_1321, l1321 =4143361.0
file_1322, l1322 =428605.0
file_1323, l1323 =8790323.0
file_1324, l1324 =3103496.0
file_1325, l1325 =4659387.0
file_1326, l1326 =3904980.0
file_1327, l1327 =4553312.0
file_1328, l1328 =4401950.0
file_1329, l1329 =2718706.0
file_1330, l1330 =1064407.0
file_1331, l1331 =3576532.0
file_1332, l1332 =3237870.0
file_1333, l1333 =1605356.0
file_1334, l1334 =2462411.0
file_1335, l1335 =1671146.0
file_1336, l1336 =13298958.0
file_1337, l1337 =4811501.0
file_1338, l1338 =1345846.0
file_1339, l1339 =4265894.0
file_1340, l1340 =6910316.0
file_1341, l1341 =16321341.0
file_1342, l1342 =3103742.0
file_1343, l1343 =6066766.0
file_1344, l1344 =9893036.0
file_1345, l1345 =3905279.0
file_1346, l1346 =9346436.0
file_1347, l1347 =6585724.0
file_1348, l1348 =19438132.0
file_1349, l1349 =4458958.0
file_1350, l1350 =6943505.0
file_1351, l1351 =3006146.0
file_1352, l1352 =11208524.0
file_1353, l1353 =5504097.0
file_1354, l1354 =6817749.0
file_1355, l1355 =7414788.0
file_1356, l1356 =10488612.0
file_1357, l1357 =1354185.0
file_1358, l1358 =39694527.0
file_1359, l1359 =40587471.0
file_1360, l1360 =580522.0
file_1361, l1361 =9706999.0
file_1362, l1362 =4538214.0
file_1363, l1363 =1474045.0
file_1364, l1364 =1395278.0
file_1365, l1365 =3254096.0
file_1366, l1366 =4270155.0
file_1367, l1367 =156916.0
file_1368, l1368 =6108268.0
file_1369, l1369 =3462755.0
file_1370, l1370 =3044210.0
file_1371, l1371 =7690508.0
file_1372, l1372 =3209296.0
file_1373, l1373 =2505573.0
file_1374, l1374 =10262643.0
file_1375, l1375 =1176476.0
file_1376, l1376 =1195298.0
file_1377, l1377 =4808504.0
file_1378, l1378 =5674887.0
file_1379, l1379 =9031181.0
file_1380, l1380 =3913951.0
file_1381, l1381 =1969978.0
file_1382, l1382 =40702229.0
file_1383, l1383 =1817300.0
file_1384, l1384 =5834110.0
file_1385, l1385 =161776.0
file_1386, l1386 =18752859.0
file_1387, l1387 =2079904.0
file_1388, l1388 =743603.0
file_1389, l1389 =10599109.0
file_1390, l1390 =4115007.0
file_1391, l1391 =14189163.0
file_1392, l1392 =8211224.0
file_1393, l1393 =566230.0
file_1394, l1394 =1619859.0
file_1395, l1395 =4073657.0
file_1396, l1396 =737641.0
file_1397, l1397 =21090344.0
file_1398, l1398 =7532635.0
file_1399, l1399 =494471.0
file_1400, l1400 =6205922.0
file_1401, l1401 =45814464.0
file_1402, l1402 =2556382.0
file_1403, l1403 =9065295.0
file_1404, l1404 =4191947.0
file_1405, l1405 =11559209.0
file_1406, l1406 =10054339.0
file_1407, l1407 =2361154.0
file_1408, l1408 =8969634.0
file_1409, l1409 =7911850.0
file_1410, l1410 =4718161.0
file_1411, l1411 =7371439.0
file_1412, l1412 =9665965.0
file_1413, l1413 =17301042.0
file_1414, l1414 =16719586.0
file_1415, l1415 =903737.0
file_1416, l1416 =2764208.0
file_1417, l1417 =13324483.0
file_1418, l1418 =12782577.0
file_1419, l1419 =20442760.0
file_1420, l1420 =2406354.0
file_1421, l1421 =20544217.0
file_1422, l1422 =5974314.0
file_1423, l1423 =2599870.0
file_1424, l1424 =1220319.0
file_1425, l1425 =734441.0
file_1426, l1426 =6341924.0
file_1427, l1427 =1347324.0
file_1428, l1428 =1876907.0
file_1429, l1429 =3736242.0
file_1430, l1430 =8635776.0
file_1431, l1431 =5243832.0
file_1432, l1432 =1218625.0
file_1433, l1433 =1186103.0
file_1434, l1434 =37396503.0
file_1435, l1435 =3695402.0
file_1436, l1436 =204207.0
file_1437, l1437 =4777485.0
file_1438, l1438 =25666480.0
file_1439, l1439 =2301579.0
file_1440, l1440 =328663.0
file_1441, l1441 =4802614.0
file_1442, l1442 =1835402.0
file_1443, l1443 =4375552.0
file_1444, l1444 =3179373.0
file_1445, l1445 =5045706.0
file_1446, l1446 =13506560.0
file_1447, l1447 =959317.0
file_1448, l1448 =68841.0
file_1449, l1449 =351317.0
file_1450, l1450 =1983316.0
file_1451, l1451 =2086705.0
file_1452, l1452 =1890276.0
file_1453, l1453 =16970256.0
file_1454, l1454 =11873660.0
file_1455, l1455 =840510.0
file_1456, l1456 =2857413.0
file_1457, l1457 =20602978.0
file_1458, l1458 =5477858.0
file_1459, l1459 =75011.0
file_1460, l1460 =31324378.0
file_1461, l1461 =2022358.0
file_1462, l1462 =117556248.0
file_1463, l1463 =27408112.0
file_1464, l1464 =20193900.0
file_1465, l1465 =288414.0
file_1466, l1466 =11260817.0
file_1467, l1467 =20595229.0
file_1468, l1468 =4950626.0
file_1469, l1469 =10209385.0
file_1470, l1470 =11594986.0
file_1471, l1471 =16801259.0
file_1472, l1472 =9420752.0
file_1473, l1473 =466541.0
file_1474, l1474 =15269612.0
file_1475, l1475 =2241708.0
file_1476, l1476 =1198879.0
file_1477, l1477 =324695.0
file_1478, l1478 =1920530.0
file_1479, l1479 =9570109.0
file_1480, l1480 =1679744.0
file_1481, l1481 =3179174.0
file_1482, l1482 =649980.0
file_1483, l1483 =1806863.0
file_1484, l1484 =4193604.0
file_1485, l1485 =12784582.0
file_1486, l1486 =7745177.0
file_1487, l1487 =11776296.0
file_1488, l1488 =990322.0
file_1489, l1489 =1893607.0
file_1490, l1490 =4929323.0
file_1491, l1491 =7487113.0
file_1492, l1492 =30908350.0
file_1493, l1493 =1710630.0
file_1494, l1494 =3216746.0
file_1495, l1495 =986458.0
file_1496, l1496 =1317887.0
file_1497, l1497 =16387219.0
file_1498, l1498 =1557345.0
file_1499, l1499 =8218036.0
file_1500, l1500 =15330169.0
file_1501, l1501 =1149125.0
file_1502, l1502 =13266172.0
file_1503, l1503 =838313.0
file_1504, l1504 =9691576.0
file_1505, l1505 =114876.0
file_1506, l1506 =146944.0
file_1507, l1507 =623649.0
file_1508, l1508 =50579362.0
file_1509, l1509 =1461073.0
file_1510, l1510 =3389746.0
file_1511, l1511 =14825022.0
file_1512, l1512 =17571316.0
file_1513, l1513 =4317923.0
file_1514, l1514 =23773620.0
file_1515, l1515 =239909.0
file_1516, l1516 =2312925.0
file_1517, l1517 =1169074.0
file_1518, l1518 =687444.0
file_1519, l1519 =379030.0
file_1520, l1520 =42700765.0
file_1521, l1521 =11848507.0
file_1522, l1522 =8069830.0
file_1523, l1523 =25465864.0
file_1524, l1524 =3987377.0
file_1525, l1525 =23003928.0
file_1526, l1526 =4458289.0
file_1527, l1527 =10526121.0
file_1528, l1528 =4282193.0
file_1529, l1529 =3125045.0
file_1530, l1530 =2153135.0
file_1531, l1531 =8754955.0
file_1532, l1532 =9989354.0
file_1533, l1533 =1661758.0
file_1534, l1534 =6981739.0
file_1535, l1535 =1873197.0
file_1536, l1536 =1294617.0
file_1537, l1537 =2876424.0
file_1538, l1538 =1959597.0
file_1539, l1539 =49297913.0
file_1540, l1540 =841339.0
file_1541, l1541 =2565425.0
file_1542, l1542 =1354526.0
file_1543, l1543 =24268361.0
file_1544, l1544 =27186725.0
file_1545, l1545 =20756676.0
file_1546, l1546 =2145029.0
file_1547, l1547 =1322107.0
file_1548, l1548 =7751027.0
file_1549, l1549 =1679744.0
file_1550, l1550 =3305978.0
file_1551, l1551 =5109195.0
file_1552, l1552 =4097376.0
file_1553, l1553 =4939530.0
file_1554, l1554 =2930631.0
file_1555, l1555 =3609854.0
file_1556, l1556 =1754084.0
file_1557, l1557 =2825256.0
file_1558, l1558 =10139221.0
file_1559, l1559 =7655204.0
file_1560, l1560 =192984702.0
file_1561, l1561 =2002560.0
file_1562, l1562 =39370534.0
file_1563, l1563 =2860601.0
file_1564, l1564 =465815.0
file_1565, l1565 =11888584.0
file_1566, l1566 =15846076.0
file_1567, l1567 =16983564.0
file_1568, l1568 =916093.0
file_1569, l1569 =1151937.0
file_1570, l1570 =3506541.0
file_1571, l1571 =2030458.0
file_1572, l1572 =13911066.0
file_1573, l1573 =3432063.0
file_1574, l1574 =14308868.0
file_1575, l1575 =53060768.0
file_1576, l1576 =2023332.0
file_1577, l1577 =1807417.0
file_1578, l1578 =972317.0
file_1579, l1579 =1860201.0
file_1580, l1580 =7968137.0
file_1581, l1581 =1701592.0
file_1582, l1582 =27885019.0
file_1583, l1583 =1917388.0
file_1584, l1584 =10087512.0
file_1585, l1585 =1175762.0
file_1586, l1586 =2160822.0
file_1587, l1587 =9057518.0
file_1588, l1588 =83762550.0
file_1589, l1589 =2231177.0
file_1590, l1590 =19974008.0
file_1591, l1591 =4174018.0
file_1592, l1592 =101333898.0
file_1593, l1593 =3611920.0
file_1594, l1594 =217330.0
file_1595, l1595 =4495794.0
file_1596, l1596 =4228963.0
file_1597, l1597 =6501928.0
file_1598, l1598 =3031304.0
file_1599, l1599 =5495167.0
file_1600, l1600 =311296.0
file_1601, l1601 =3864584.0
file_1602, l1602 =229851.0
file_1603, l1603 =12588713.0
file_1604, l1604 =7041089.0
file_1605, l1605 =232094.0
file_1606, l1606 =2188004.0
file_1607, l1607 =59662261.0
file_1608, l1608 =16575685.0
file_1609, l1609 =6405186.0
file_1610, l1610 =40246371.0
file_1611, l1611 =3713034.0
file_1612, l1612 =620814.0
file_1613, l1613 =30017075.0
file_1614, l1614 =5911207.0
file_1615, l1615 =13944598.0
file_1616, l1616 =15024700.0
file_1617, l1617 =2557565.0
file_1618, l1618 =10157897.0
file_1619, l1619 =1072003.0
file_1620, l1620 =2763062.0
file_1621, l1621 =14233089.0
file_1622, l1622 =3131759.0
file_1623, l1623 =5754314.0
file_1624, l1624 =6440160.0
file_1625, l1625 =18660357.0
file_1626, l1626 =4299003.0
file_1627, l1627 =691930.0
file_1628, l1628 =6041267.0
file_1629, l1629 =16149963.0
file_1630, l1630 =1028797.0
file_1631, l1631 =10190109.0
file_1632, l1632 =5527081.0
file_1633, l1633 =8145628.0
file_1634, l1634 =951081.0
file_1635, l1635 =14043142.0
file_1636, l1636 =5546425.0
file_1637, l1637 =23783473.0
file_1638, l1638 =6598006.0
file_1639, l1639 =17341556.0
file_1640, l1640 =818019.0
file_1641, l1641 =8507981.0
file_1642, l1642 =119501.0
file_1643, l1643 =2070122.0
file_1644, l1644 =724948.0
file_1645, l1645 =3520263.0
file_1646, l1646 =2722677.0
file_1647, l1647 =713239.0
file_1648, l1648 =4920992.0
file_1649, l1649 =38318579.0
file_1650, l1650 =22880583.0
file_1651, l1651 =58437933.0
file_1652, l1652 =5031413.0
file_1653, l1653 =17719465.0
file_1654, l1654 =1284700.0
file_1655, l1655 =6363353.0
file_1656, l1656 =4549173.0
file_1657, l1657 =7539500.0
file_1658, l1658 =19990943.0
file_1659, l1659 =4884485.0
file_1660, l1660 =4114077.0
file_1661, l1661 =3462734.0
file_1662, l1662 =3454700.0
file_1663, l1663 =5672580.0
file_1664, l1664 =743624.0
file_1665, l1665 =8948728.0
file_1666, l1666 =1727725.0
file_1667, l1667 =14066850.0
file_1668, l1668 =691643.0
file_1669, l1669 =725848.0
file_1670, l1670 =11271364.0
file_1671, l1671 =7100209.0
file_1672, l1672 =3795416.0
file_1673, l1673 =6090827.0
file_1674, l1674 =10352441.0
file_1675, l1675 =160247.0
file_1676, l1676 =1252334.0
file_1677, l1677 =2747365.0
file_1678, l1678 =7445079.0
file_1679, l1679 =22707602.0
file_1680, l1680 =2409165.0
file_1681, l1681 =1495119.0
file_1682, l1682 =5076146.0
file_1683, l1683 =4446621.0
file_1684, l1684 =10780332.0
file_1685, l1685 =2226493.0
file_1686, l1686 =110773.0
file_1687, l1687 =413057.0
file_1688, l1688 =13163167.0
file_1689, l1689 =3789280.0
file_1690, l1690 =1421716.0
file_1691, l1691 =5307724.0
file_1692, l1692 =1687595.0
file_1693, l1693 =974540.0
file_1694, l1694 =248383.0
file_1695, l1695 =6974684.0
file_1696, l1696 =42572141.0
file_1697, l1697 =11675219.0
file_1698, l1698 =239149.0
file_1699, l1699 =1154178.0
file_1700, l1700 =54954537.0
file_1701, l1701 =2972907.0
file_1702, l1702 =7251294.0
file_1703, l1703 =19720809.0
file_1704, l1704 =4636051.0
file_1705, l1705 =4720861.0
file_1706, l1706 =12621425.0
file_1707, l1707 =1859038.0
file_1708, l1708 =1760314.0
file_1709, l1709 =4068044.0
file_1710, l1710 =3746610.0
file_1711, l1711 =15825897.0
file_1712, l1712 =8605360.0
file_1713, l1713 =9002821.0
file_1714, l1714 =7454228.0
file_1715, l1715 =783534.0
file_1716, l1716 =15218223.0
file_1717, l1717 =10047856.0
file_1718, l1718 =16980351.0
file_1719, l1719 =995867.0
file_1720, l1720 =1245676.0
file_1721, l1721 =203856.0
file_1722, l1722 =34348472.0
file_1723, l1723 =4606846.0
file_1724, l1724 =2461934.0
file_1725, l1725 =3586400.0
file_1726, l1726 =5115657.0
file_1727, l1727 =6080559.0
file_1728, l1728 =9603616.0
file_1729, l1729 =2476442.0
file_1730, l1730 =3622141.0
file_1731, l1731 =139019.0
file_1732, l1732 =2055690.0
file_1733, l1733 =1482700.0
file_1734, l1734 =590569.0
file_1735, l1735 =201884.0
file_1736, l1736 =652959.0
file_1737, l1737 =5146383.0
file_1738, l1738 =12187567.0
file_1739, l1739 =5420179.0
file_1740, l1740 =2241729.0
file_1741, l1741 =2345588.0
file_1742, l1742 =209726328.0
file_1743, l1743 =12452680.0
file_1744, l1744 =573440.0
file_1745, l1745 =24046770.0
file_1746, l1746 =4722933.0
file_1747, l1747 =2066753.0
file_1748, l1748 =1561541.0
file_1749, l1749 =22091807.0
file_1750, l1750 =35363810.0
file_1751, l1751 =957939.0
file_1752, l1752 =3206232.0
file_1753, l1753 =18688462.0
file_1754, l1754 =834617.0
file_1755, l1755 =14148444.0
file_1756, l1756 =45475477.0
file_1757, l1757 =16032819.0
file_1758, l1758 =29298334.0
file_1759, l1759 =1079495.0
file_1760, l1760 =2904191.0
file_1761, l1761 =4392055.0
file_1762, l1762 =371341.0
file_1763, l1763 =29832974.0
file_1764, l1764 =1625771.0
file_1765, l1765 =22750811.0
file_1766, l1766 =1915061.0
file_1767, l1767 =4219851.0
file_1768, l1768 =24407411.0
file_1769, l1769 =16882012.0
file_1770, l1770 =3361422.0
file_1771, l1771 =1390400.0
file_1772, l1772 =18910284.0
file_1773, l1773 =2760465.0
file_1774, l1774 =11310095.0
file_1775, l1775 =108822.0
file_1776, l1776 =3245928.0
file_1777, l1777 =14706334.0
file_1778, l1778 =33058641.0
file_1779, l1779 =4923365.0
file_1780, l1780 =21979810.0
file_1781, l1781 =6336175.0
file_1782, l1782 =5905058.0
file_1783, l1783 =4011965.0
file_1784, l1784 =7533185.0
file_1785, l1785 =4588990.0
file_1786, l1786 =11165179.0
file_1787, l1787 =18961617.0
file_1788, l1788 =278420.0
file_1789, l1789 =3456681.0
file_1790, l1790 =2520722.0
file_1791, l1791 =972317.0
file_1792, l1792 =709680.0
file_1793, l1793 =2173167.0
file_1794, l1794 =1244153.0
file_1795, l1795 =959029.0
file_1796, l1796 =15916408.0
file_1797, l1797 =18879588.0
file_1798, l1798 =10034448.0
file_1799, l1799 =210345.0
file_1800, l1800 =2881623.0
file_1801, l1801 =11032790.0
file_1802, l1802 =3957357.0
file_1803, l1803 =4775373.0
file_1804, l1804 =4161363.0
file_1805, l1805 =4825670.0
file_1806, l1806 =18570753.0
file_1807, l1807 =23771991.0
file_1808, l1808 =15991812.0
file_1809, l1809 =4010850.0
file_1810, l1810 =15104128.0
file_1811, l1811 =3841382.0
file_1812, l1812 =15368323.0
file_1813, l1813 =15481321.0
file_1814, l1814 =8091180.0
file_1815, l1815 =4929890.0
file_1816, l1816 =6687924.0
file_1817, l1817 =40283330.0
file_1818, l1818 =875872.0
file_1819, l1819 =8431582.0
file_1820, l1820 =3462755.0
file_1821, l1821 =2092669.0
file_1822, l1822 =269832.0
file_1823, l1823 =6641436.0
file_1824, l1824 =18433924.0
file_1825, l1825 =6771254.0
file_1826, l1826 =38244350.0
file_1827, l1827 =37951626.0
file_1828, l1828 =38797365.0
file_1829, l1829 =16877162.0
file_1830, l1830 =379441.0
file_1831, l1831 =2724990.0
file_1832, l1832 =2751515.0
file_1833, l1833 =24252505.0
file_1834, l1834 =14059777.0
file_1835, l1835 =1200270.0
file_1836, l1836 =8003687.0
file_1837, l1837 =12271393.0
file_1838, l1838 =11116557.0
file_1839, l1839 =39906747.0
file_1840, l1840 =5000290.0
file_1841, l1841 =1097359.0
file_1842, l1842 =306573.0
file_1843, l1843 =10329543.0
file_1844, l1844 =8806283.0
file_1845, l1845 =3847269.0
file_1846, l1846 =3069937.0
file_1847, l1847 =13096622.0
file_1848, l1848 =3412119.0
file_1849, l1849 =2847614.0
file_1850, l1850 =11222359.0
file_1851, l1851 =4869111.0
file_1852, l1852 =31.0
file_1853, l1853 =13174139.0
file_1854, l1854 =1724823.0
file_1855, l1855 =24800291.0
file_1856, l1856 =1349108.0
file_1857, l1857 =1767393.0
file_1858, l1858 =52632131.0
file_1859, l1859 =2856873.0
file_1860, l1860 =2902992.0
file_1861, l1861 =1121972.0
file_1862, l1862 =9335756.0
file_1863, l1863 =1686142.0
file_1864, l1864 =2271225.0
file_1865, l1865 =3034735.0
file_1866, l1866 =11300751.0
file_1867, l1867 =455552.0
file_1868, l1868 =9589882.0
file_1869, l1869 =358308.0
file_1870, l1870 =2521821.0
file_1871, l1871 =916419.0
file_1872, l1872 =6730202.0
file_1873, l1873 =776099.0
file_1874, l1874 =5770135.0
file_1875, l1875 =5524861.0
file_1876, l1876 =55360421.0
file_1877, l1877 =22097142.0
file_1878, l1878 =4851690.0
file_1879, l1879 =1341269.0
file_1880, l1880 =2055233.0
file_1881, l1881 =45398345.0
file_1882, l1882 =21014705.0
file_1883, l1883 =5817385.0
file_1884, l1884 =6632204.0
file_1885, l1885 =7755891.0
file_1886, l1886 =1965015.0
file_1887, l1887 =994074.0
